Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Ram_capacity,Ram_model,Touchscreen,Screen_resolution,Brand_RAM,Model,Clockspeed,Memory1,Memory2,Capacity1,Storage_Type_1,Capacity2,Storage_Type_2
Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,128GB HDD,Intel HD Graphics 400,Windows 10,1.68,223.1,4,,0,1366x768,Intel,Celeron Dual Core N3060,1.6,128GB HDD,,128,HDD,,
Acer,Notebook,15.6,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,128GB HDD,Intel HD Graphics 400,Windows 10,1.35,227.0,4,,0,1366x768,Intel,Celeron Dual Core N3060,1.6,128GB HDD,,128,HDD,,
HP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,128GB HDD,Intel HD Graphics 400,Windows 10,1.23,246.2,4,,0,1366x768,Intel,Celeron Dual Core N3060,1.6,128GB HDD,,128,HDD,,
Acer,Notebook,15.6,IPS Panel Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,128GB HDD,Intel HD Graphics 400,Windows 10,1.25,248.7,4,,1,1366x768,Intel,Celeron Dual Core N3060,1.6,128GB HDD,,128,HDD,,
Acer,Notebook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,128GB HDD,Intel HD Graphics 400,Windows 10,1.4,278.1,4,,0,1366x768,Intel,Celeron Dual Core N3060,1.6,128GB HDD,,128,HDD,,
Lenovo,Notebook,17.3,Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,128GB HDD,Intel HD Graphics 400,Windows 10,1.4,303.7,4,,1,1366x768,Intel,Celeron Dual Core N3060,1.6,128GB HDD,,128,HDD,,
Vero,Notebook,11.6,1366x772,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,1.22,129.7,4,,0,1366x772,Intel,Celeron Dual Core N3350,1.1,128GB HDD,,128,HDD,,
Asus,Notebook,11.6,1366x778,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,2,143.2,4,,0,1366x778,Intel,Celeron Dual Core N3350,1.1,128GB HDD,,128,HDD,,
Asus,Notebook,11.6,1366x784,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,1.1,156.6,4,,0,1366x784,Intel,Celeron Dual Core N3350,1.1,128GB HDD,,128,HDD,,
Lenovo,Notebook,11.6,1366x789,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,1.44,159.2,4,,0,1366x789,Intel,Celeron Dual Core N3350,1.1,128GB HDD,,128,HDD,,
Vero,Notebook,11.6,1366x793,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,1.3,166.2,4,,0,1366x793,Intel,Celeron Dual Core N3350,1.1,128GB HDD,,128,HDD,,
Asus,Notebook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,2,175.8,4,,0,1366x768,Intel,Celeron Dual Core N3350,1.1,128GB HDD,,128,HDD,,
Asus,Notebook,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,2GB,128GB HDD,Intel HD Graphics 500,Windows 10,1.1,175.8,2,,1,1366x768,Intel,Celeron Dual Core N3350,1.1,128GB HDD,,128,HDD,,
Asus,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,1.5,177.7,4,,0,1366x768,Intel,Celeron Dual Core N3350,1.1,128GB HDD,,128,HDD,,
Asus,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,1.5,182.9,4,,0,1366x768,Intel,Celeron Dual Core N3350,1.1,128GB HDD,,128,HDD,,
Lenovo,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,1.44,186.7,4,,0,1366x768,Intel,Celeron Dual Core N3350,1.1,128GB HDD,,128,HDD,,
Asus,Notebook,14.0,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,1.5,190.5,4,,0,1920x1080,Intel,Celeron Dual Core N3350,1.1,128GB HDD,,128,HDD,,
Mediacom,Notebook,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,1.16,191.2,4,,1,1920x1080,Intel,Celeron Dual Core N3350,1.1,128GB HDD,,128,HDD,,
Asus,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,1.63,191.2,4,,0,1366x768,Intel,Celeron Dual Core N3350,1.1,128GB HDD,,128,HDD,,
Lenovo,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,2.1,191.2,4,,0,1366x768,Intel,Celeron Dual Core N3350,1.1,128GB HDD,,128,HDD,,
Lenovo,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2GB,128GB HDD,Intel HD Graphics 500,Windows 10,1.15,194.7,2,,0,1366x768,Intel,Celeron Dual Core N3350,1.1,128GB HDD,,128,HDD,,
Lenovo,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,2.2,195.6,4,,0,1366x768,Intel,Celeron Dual Core N3350,1.1,128GB HDD,,128,HDD,,
Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,2,216.7,4,,0,1366x768,Intel,Celeron Dual Core N3350,1.1,128GB HDD,,128,HDD,,
Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,1.2,217.4,4,,0,1366x768,Intel,Celeron Dual Core N3350,1.1,128GB HDD,,128,HDD,,
Asus,Notebook,15.6,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,2,219.9,4,,0,1920x1080,Intel,Celeron Dual Core N3350,1.1,128GB HDD,,128,HDD,,
Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,1.65,222.5,4,,0,1366x768,Intel,Celeron Dual Core N3350,1.1,128GB HDD,,128,HDD,,
Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,2.1,222.5,4,,0,1366x768,Intel,Celeron Dual Core N3350,1.1,128GB HDD,,128,HDD,,
Asus,Notebook,15.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,1.5,239.8,4,,1,1366x768,Intel,Celeron Dual Core N3350,1.1,128GB HDD,,128,HDD,,
Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,2,255.1,4,,0,1366x768,Intel,Celeron Dual Core N3350,1.1,128GB HDD,,128,HDD,,
Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,1.86,267.9,4,,0,1366x768,Intel,Celeron Dual Core N3350,1.1,128GB HDD,,128,HDD,,
Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,2.2,267.9,4,,0,1366x768,Intel,Celeron Dual Core N3350,1.1,128GB HDD,,128,HDD,,
HP,Notebook,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,8GB,128GB HDD,Intel HD Graphics 500,Windows 10,1.4,316.5,8,,1,1366x768,Intel,Celeron Dual Core N3350,1.1,128GB HDD,,128,HDD,,
HP,Notebook,15.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,256GB SSD,Intel HD Graphics 500,Windows 10,1.4,393.2,4,,1,1366x768,Intel,Celeron Dual Core N3350,1.1,256GB SSD,,256,SSD,,
Acer,Notebook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 2.0GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,1.25,223.1,4,,1,1920x1080,Intel,Celeron Dual Core N3350,2.0,128GB HDD,,128,HDD,,
Acer,Notebook,11.6,1366x768,Intel Celeron Dual Core N3350 2GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,2.1,173.9,4,,0,1366x768,Intel,Celeron Dual Core N3350,2,128GB HDD,,128,HDD,,
Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 2GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,2.1,212.9,4,,0,1366x768,Intel,Celeron Dual Core N3350,2,128GB HDD,,128,HDD,,
Lenovo,Notebook,14.0,1366x768,Intel Celeron Quad Core N3160 1.6GHz,4GB,128GB HDD,Intel HD Graphics 400,Windows 10,1.5,207.8,4,,0,1366x768,Intel,Celeron Quad Core N3160,1.6,128GB HDD,,128,HDD,,
Acer,Notebook,15.6,IPS Panel Touchscreen 1366x768,Intel Celeron Quad Core N3160 1.6GHz,4GB,128GB HDD,Intel HD Graphics 400,Windows 10,1.25,242.3,4,,1,1366x768,Intel,Celeron Quad Core N3160,1.6,128GB HDD,,128,HDD,,
Acer,Notebook,14.0,Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,1.6,210.3,4,,0,1920x1080,Intel,Celeron Quad Core N3450,1.1,128GB HDD,,128,HDD,,
Mediacom,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,1.2,235.9,4,,0,1920x1080,Intel,Celeron Quad Core N3450,1.1,128GB HDD,,128,HDD,,
Mediacom,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,1.45,248.7,4,,0,1920x1080,Intel,Celeron Quad Core N3450,1.1,128GB HDD,,128,HDD,,
Chuwi,Notebook,12.3,IPS Panel Retina Display 2736x1824,Intel Celeron Quad Core N3450 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,1.4,287.1,4,,0,2736x1824,Intel,Celeron Quad Core N3450,1.1,128GB HDD,,128,HDD,,
Lenovo,Notebook,17.3,IPS Panel 1366x768,Intel Celeron Quad Core N3450 1.1GHz,4GB,128GB HDD,Intel HD Graphics 500,Windows 10,1.59,353.6,4,,0,1366x768,Intel,Celeron Quad Core N3450,1.1,128GB HDD,,128,HDD,,
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,2.25,229.5,4,,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,,128,HDD,,
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,2.4,231.3,4,,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,,128,HDD,,
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4GB,128GB HDD,AMD Radeon R5 M430,Windows 10,2.25,273.6,4,,0,1920x1080,Intel,Core i3 6006U,2.0,128GB HDD,,128,HDD,,
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,2.1,274.3,4,,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,,128,HDD,,
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,2.18,283.8,4,,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,,128,HDD,,
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,8GB,128GB HDD,AMD Radeon R5 M420X,Windows 10,2.18,291.4,8,,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,,128,HDD,,
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,8GB,128GB HDD,Intel HD Graphics 520,Windows 10,2.2,293.5,8,,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,,128,HDD,,
Dell,Notebook,17.3,1366x768,Intel Core i3 6006U 2.0GHz,4GB,128GB HDD,AMD Radeon R5 M430,Windows 10,2.25,297.7,4,,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,,128,HDD,,
Dell,Notebook,17.3,1366x768,Intel Core i3 6006U 2.0GHz,4GB,128GB HDD,AMD Radeon R7 M440,Windows 10,2.3,319.0,4,,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,,128,HDD,,
Dell,Notebook,17.3,1366x768,Intel Core i3 6006U 2.0GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,2.18,357.1,4,,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,,128,HDD,,
Lenovo,Notebook,17.3,1366x768,Intel Core i3 6006U 2.0GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,2.3,361.2,4,,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,,128,HDD,,
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,256GB SSD,AMD Radeon R5 M420X,Windows 10,2.18,392.6,4,,0,1366x768,Intel,Core i3 6006U,2.0,256GB SSD,,256,SSD,,
Acer,Notebook,17.3,1600x900,Intel Core i3 6006U 2.0GHz,4GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,3.3,402.2,4,,0,1600x900,Intel,Core i3 6006U,2.0,256GB SSD,,256,SSD,,
Dell,Notebook,15.6,1600x900,Intel Core i3 6006U 2.0GHz,8GB,500GB HDD,AMD Radeon R7 M445,Windows 10,2.36,421.3,8,,0,1600x900,Intel,Core i3 6006U,2.0,500GB HDD,,500,HDD,,
Toshiba,Notebook,15.6,1366x768,Intel Core i3 6006U 2.2GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,2.1,285.8,4,,0,1366x768,Intel,Core i3 6006U,2.2,128GB HDD,,128,HDD,,
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Intel HD Graphics 620,Windows 10,2,248.7,4,,0,1920x1080,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Acer,Notebook,14.0,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,2.1,248.7,4,,0,1366x768,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,2.1,249.4,4,,0,1366x768,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,1.86,253.8,4,,0,1920x1080,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,2.2,261.5,4,,0,1920x1080,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,2.4,262.6,4,,0,1366x768,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,2.1,263.4,4,,0,1366x768,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,2,265.3,4,,0,1920x1080,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,1.85,265.3,4,,0,1920x1080,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,2.3,267.7,4,,0,1366x768,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB HDD,AMD Radeon 520,Windows 10,1.86,280.5,4,,0,1366x768,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,1.86,280.7,4,,0,1366x768,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,1.91,280.7,4,,0,1920x1080,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,2.1,285.8,4,,0,1366x768,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,1.85,287.1,4,,0,1920x1080,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,2.1,287.1,4,,0,1366x768,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB HDD,AMD Radeon R5 M430,Windows 10,2.2,287.1,4,,0,1920x1080,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,2.4,287.7,4,,0,1366x768,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Dell,Notebook,17.3,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB HDD,AMD Radeon R5 M420,Windows 10,2.18,297.3,4,,0,1366x768,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Lenovo,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Nvidia GeForce 920MX ,Windows 10,2.2,299.2,4,,0,1920x1080,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,1.86,299.9,4,,0,1920x1080,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB HDD,AMD Radeon 520,Windows 10,2.1,299.9,4,,0,1920x1080,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Acer,Notebook,17.3,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Nvidia GeForce GTX 940MX,Windows 10,2.2,299.9,4,,0,1366x768,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,2.1,305.6,4,,0,1920x1080,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB HDD,AMD Radeon R5 M430,Windows 10,2.2,310.1,4,,0,1920x1080,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
HP,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8GB,128GB HDD,Intel HD Graphics 520,Windows 10,2.54,312.6,8,,0,1600x900,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Lenovo,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,2.8,312.6,4,,0,1600x900,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Lenovo,Notebook,17.3,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,2.1,313.2,4,,0,1366x768,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Dell,Notebook,17.3,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,2.29,313.3,4,,0,1366x768,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB HDD,AMD Radeon 520,Windows 10,2.1,319.0,4,,0,1920x1080,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Lenovo,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,2.2,319.0,4,,0,1920x1080,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB HDD,AMD Radeon R5 M430,Windows 10,2.2,319.0,4,,0,1920x1080,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,1.86,344.6,4,,0,1920x1080,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
HP,Notebook,17.3,1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB HDD,AMD Radeon R5 M430,Windows 10,2.04,344.6,4,,0,1920x1080,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Acer,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Nvidia GeForce 940MX,Windows 10,2.23,347.8,4,,0,1920x1080,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
HP,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,2.65,347.9,4,,0,1600x900,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Dell,Notebook,17.3,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB HDD,AMD Radeon R5 M430,Windows 10,2.2,348.9,4,,0,1366x768,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Asus,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Nvidia GeForce 920MX,Windows 10,2,360.6,4,,0,1920x1080,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Lenovo,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Nvidia GeForce 920MX ,Windows 10,2.2,370.2,4,,0,1920x1080,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Dell,Notebook,17.3,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,1.76,374.0,4,,0,1366x768,Intel,Core i3 6006U,2,128GB HDD,,128,HDD,,
Lenovo,Notebook,17.3,1366x768,Intel Core i3 6006U 2GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,2.2,376.6,8,,0,1366x768,Intel,Core i3 6006U,2,256GB SSD,,256,SSD,,
Acer,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,3.3,382.3,8,,0,1600x900,Intel,Core i3 6006U,2,256GB SSD,,256,SSD,,
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,256GB SSD,AMD Radeon R5 M420,Windows 10,2.18,395.1,4,,0,1366x768,Intel,Core i3 6006U,2,256GB SSD,,256,SSD,,
HP,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,4GB,256GB SSD,Intel HD Graphics 520,Windows 10,2.5,409.1,4,,0,1600x900,Intel,Core i3 6006U,2,256GB SSD,,256,SSD,,
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8GB,500GB HDD,Intel HD Graphics 520,Windows 10,2,425.2,8,,0,1366x768,Intel,Core i3 6006U,2,500GB HDD,,500,HDD,,
HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.63,440.5,4,,0,1366x768,Intel,Core i3 6006U,2,500GB HDD,,500,HDD,,
Dell,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.65,440.5,4,,0,1366x768,Intel,Core i3 6006U,2,500GB HDD,,500,HDD,,
HP,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,500GB HDD,AMD Radeon R5 520,Windows 10,2.5,446.9,4,,0,1920x1080,Intel,Core i3 6006U,2,500GB HDD,,500,HDD,,
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.6,470.5,4,,0,1920x1080,Intel,Core i3 6006U,2,500GB HDD,,500,HDD,,
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8GB,500GB HDD,AMD Radeon R5 M420X,Windows 10,2,472.5,8,,0,1920x1080,Intel,Core i3 6006U,2,500GB HDD,,500,HDD,,
Dell,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,1.65,542.8,4,,0,1366x768,Intel,Core i3 6006U,2,128GB SSD,,128,SSD,,
Toshiba,Notebook,15.6,1366x768,Intel Core i3 6100U 2.1GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,2.1,318.4,4,,0,1366x768,Intel,Core i3 6100U,2.1,128GB HDD,,128,HDD,,
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,8GB,128GB HDD,Intel HD Graphics 520,Windows 10,2.29,293.5,8,,0,1366x768,Intel,Core i3 6100U,2.3,128GB HDD,,128,HDD,,
Dell,Notebook,17.3,1366x768,Intel Core i3 6100U 2.3GHz,4GB,128GB HDD,Intel HD Graphics 520,Windows 10,2.06,308.2,4,,0,1366x768,Intel,Core i3 6100U,2.3,128GB HDD,,128,HDD,,
Lenovo,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6100U 2.3GHz,4GB,128GB HDD,Nvidia GeForce 920MX,Windows 10,2.4,363.8,4,,0,1920x1080,Intel,Core i3 6100U,2.3,128GB HDD,,128,HDD,,
